Station Name,Street Address,City,State,ZIP,Expected Date,Groups With Access Code,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date
Kent State University - Office of Institutional Advancement,350 S Lincoln St,Kent,OH,44242,,Public,,1,,GPS,41.150865,-81.351347,2017-03-03,80625,2018-02-06 21:00:03 UTC,2016-12-01
Kent State University - Heer Hall,635 Loop Rd,Kent,OH,44242,,Public,,1,,GPS,41.14603,-81.334706,2017-03-03,80626,2018-02-06 21:00:03 UTC,2016-12-01
Kroger Marketplace,731 W Market St,Troy,OH,45373,,Public,,2,,200-9,40.029537,-84.220754,2017-03-03,80627,2018-02-06 21:00:03 UTC,2017-02-28
Aileron Entrepreneurship Center,8860 Wildcat Rd,Tipp City,OH,45371,,Private,,2,,200-9,39.902477,-84.14391,2017-03-03,80628,2018-02-06 21:00:03 UTC,2013-01-01
"Innovative Business Computer Solutions, Inc",,Englewood,OH,E,,,,2,,GPS,39.867302,-84.31646,2017-03-03,80629,
Wright Point Office Park,5200 Springfield St,Dayton,OH,45431,,Private,,2,,200-9,39.782435,-84.119304,2017-07-06,80630,2018-02-06 21:00:03 UTC,2014-06-01
Sinclair Community College - Building 20,50-172 Ohio 4,Dayton,OH,45402,,Public,,2,,200-8,39.759033,-84.187116,2017-05-04,80631,2018-02-06 21:00:03 UTC,2014-08-01
Sinclair Community College - Building 9,50-172 Ohio 4,Dayton,OH,45402,,Public,,2,,200-8,39.759033,-84.187116,2017-05-04,80632,2018-02-06 21:00:03 UTC,2016-08-01
Kettering Medical Center,3535 Southern Blvd,Kettering,OH,45429,,Public,,2,,GPS,39.6983,-84.191703,2017-03-03,80633,2018-02-06 21:00:03 UTC,2016-12-01
Whole Foods Market,8075 McEwen Rd,Dayton,OH,45458,,Public,,2,,GPS,39.626837,-84.189753,2017-03-03,80634,2018-02-06 21:00:03 UTC,2016-12-01
Total Cable Solutions,475 Victory Dr,Springboro,OH,45066,,Public,,2,,200-9,39.557894,-84.255366,2017-07-06,80635,2018-02-06 21:00:03 UTC,2014-01-01
Tu Lakes Motel,7420 North Beach Rd,Hillsboro,OH,45133,,Public,,1,,200-9,39.215868,-83.485792,2017-03-03,80636,2018-02-06 21:00:03 UTC,2016-12-01
Jeff Drennen Chevrolet,3657 Maple Ave,Zanesville,OH,43701,,Public - Call ahead,,1,,200-8,39.990391,-82.023716,2017-03-03,80637,2018-02-06 21:00:03 UTC,2012-01-01
Oglebay Resort and Conference Center,465 Lodge Dr,Wheeling,OH,26003,,Public,,2,,,40.1047993,-80.6593457,2017-03-03,80638,2018-02-06 21:00:03 UTC,2016-12-01
Ohio Northern University - Pharmacy Building,525 S Main St,Ada,OH,45810,,Public,,1,,200-9,40.765404,-83.823207,2017-03-03,80639,2018-02-06 21:00:03 UTC,2016-12-01
Bob Sumerel Tire and Service,9167 Union Cemetery Rd,Cincinnati,OH,45249,,Public,,1,,200-9,39.288442,-84.305515,2017-03-03,80640,2018-02-06 21:00:03 UTC,2016-12-01
Kings Ford,9555 Kings Auto Mall Rd,Cincinnati,OH,45249,,Public - Call ahead,,2,,200-9,39.296113,-84.307646,2017-03-03,80641,2018-02-06 21:00:03 UTC,2016-12-01
McCluskey Chevrolet,9673 Kings Automall Dr,Cincinnati,OH,45249,,Public - Call ahead,,6,,200-9,39.298,-84.307288,2017-03-03,80642,2018-02-06 21:00:03 UTC,2016-12-01
Porsche of Kings Auto Mall,9847 Kings Auto Mall Rd,Cincinnati,OH,45249,,Public - Call ahead,,3,,200-9,39.295005,-84.311098,2017-03-03,80643,2018-02-06 21:00:03 UTC,2015-11-01
Contech Engineered Solutions LLC,9025 Centre Pointe Dr,West Chester,OH,45069,,Private,,2,,200-9,39.326931,-84.422644,2017-03-03,80644,2018-02-06 21:00:03 UTC,2014-08-01
Camargo Cadillac,9880 Montgomery Rd,Cincinnati,OH,45242,,Public - Call ahead,,1,,200-9,39.236545,-84.350201,2017-03-03,80645,2018-02-06 21:00:03 UTC,2016-12-01
Columbia Chevrolet,9750 Montgomery Rd,Cincinnati,OH,45242,,Private,,2,,200-9,39.233335,-84.351685,2017-03-03,80646,2018-02-06 21:00:03 UTC,2016-12-01
McCluskey Chevrolet,399 E Galbraith Rd,Arlington Heights,OH,45215,,Public - Call ahead,,1,,200-8,39.212057,-84.458869,2017-03-03,80647,2018-02-06 21:00:03 UTC,2016-12-01
Porsche of the Village,4113 Plainville Rd,Cincinnati,OH,45227,,Public,,1,,200-9,39.150261,-84.379587,2017-03-03,80648,2018-02-06 21:00:03 UTC,2016-12-01
Mac's Pizza Pub,205 W McMillan St,Cincinnati,OH,45219,,Public,,1,,200-9,39.127825,-84.519626,2017-03-03,80649,2018-02-06 21:00:03 UTC,2016-12-01
84.51 Parking Garage,100 W 5th St,Cincinnati,OH,45202,,Public,,6,,200-9,39.100907,-84.514716,2017-03-03,80650,2018-02-06 21:00:03 UTC,2016-12-01
Tesla Service Center,3435 Morse Rd,Columbus,OH,43231,,Private,,3,,200-9,40.05829,-82.927489,2018-01-04,80651,2018-02-06 21:00:03 UTC,2016-12-01
Mike Murphy Kia,6150 Altama Ave,Brunswick,GA,31525,,Public - Call ahead,,2,,200-9,31.225097,-81.477463,2017-10-03,80760,2018-02-06 21:00:03 UTC,2016-11-01
Legacy on Lanier Golf Club,7000 Lanier Islands Pkwy,Buford,GA,30518,,Public,,1,,200-9,34.169195,-84.004618,2017-10-03,80761,2018-02-06 21:00:03 UTC,2016-11-01
Mall of Georgia Ford,4525 Nelson Brogdon Blvd,Buford,GA,30518,,Public - Call ahead,,1,,200-9,34.099038,-84.017228,2017-11-02,80762,2018-02-06 21:00:03 UTC,2016-11-01
Rick Hendrick Chevrolet of Buford,4490 S Lee St,Buford,GA,30518,,Private,,2,,200-9,34.107299,-84.003436,2017-11-02,80763,2018-02-06 21:00:03 UTC,2016-11-01
Kritters Country Club,7377 W Strickland St,Douglasville,GA,30134,,Public,,1,,200-9,33.744553,-84.768812,2017-10-03,80764,2018-02-06 21:00:03 UTC,2015-06-01
Elbert County Government Complex,45 Forest Ave ,Elberton,GA,30635,,Public,,1,,200-9,34.111876,-82.871394,2017-10-03,80765,2018-02-06 21:00:03 UTC,2015-10-01
Dyer Kia,4580 Washington Rd,Evans,GA,30809,,Public - Call ahead,,1,,200-9,33.550012,-82.152428,2017-11-02,80766,2018-02-06 21:00:03 UTC,2016-11-01
City of Gainesville - Main Street Parking Lot,355 Main St SW,Gainesville,GA,30501,,Public,,2,,200-8,34.297518,-83.826198,2017-10-03,80767,2018-02-06 21:00:03 UTC,2016-11-01
Asiano Restaurant,1382 US-76,Hiawassee,GA,30546,,Public,,1,,200-8,34.963811,-83.777343,2017-10-03,80768,2018-02-06 21:00:03 UTC,2016-11-01
Westin Jekyll Island,110 Ocean Way,Jekyll Island,GA,31527,,Public,,2,,GPS,31.046726,-81.411365,2017-10-03,80770,2018-02-06 21:00:03 UTC,2016-11-01
Kennesaw State University - East Parking Deck,1000 Chastain Rd,Kennesaw ,GA,30144,,Public,,1,,200-8,34.032637,-84.580372,2017-10-03,80771,2018-02-06 21:00:03 UTC,2016-11-01
John Thornton Chevrolet,1971 Thornton Rd,Lithia Springs,GA,30122,,Public,,1,,200-9,33.783851,-84.610528,2017-10-03,80772,2018-02-06 21:00:03 UTC,2016-11-01
John Bleakley Ford,870 Thornton Rd,Lithia Springs,GA,30122,,Public,,2,,200-9,33.781066,-84.607811,2017-11-02,80773,2018-02-06 21:00:03 UTC,2016-11-01
O'Kelly Memorial Library,363 Conyers Rd,Loganville,GA,30052,,Public,,1,,200-9,33.837823,-83.902852,2017-10-03,80774,2018-02-06 21:00:03 UTC,2015-12-15
Navicent Health - Green Deck,777 Hemlock St,Macon,GA,31201,,Public,,2,,200-9,32.833202,-83.636553,2017-10-03,80775,2018-02-06 21:00:03 UTC,2016-11-01
Tesla Service Center,1395 S Marietta Pkwy,Marietta,GA,30067,,Public - Call ahead,,2,,200-9,33.94026,-84.511695,2018-01-04,80777,2018-02-06 21:00:03 UTC,2016-11-01
McDonough Nissan,1775 Avalon Pkwy,McDonough,GA,30253,,Public,,1,,200-9,33.42206,-84.179236,2017-08-02,80779,2018-02-06 21:00:03 UTC,2016-11-01
Heritage Mitsubishi,7134 Jonesboro Rd,Morrow,GA,30260,,Public - Call ahead,,1,,200-9,33.562308,-84.344913,2017-10-03,80780,2018-02-06 21:00:03 UTC,2016-11-01
SouthTowne Chevrolet,695 Bullsboro Dr, one located in sales",Newnan,GA,E,,,,2,,200-9,33.396641,-84.754976,2017-10-03,80781,
Norcross City Hall,65 Lawrenceville St,Norcross,GA,30071,,Public,,1,,200-9,33.942792,-84.210988,2017-10-03,80782,2018-02-06 21:00:03 UTC,2015-03-01
Roswell Mitsubishi,11170 Alpharetta Hwy,Roswell,GA,30076,,Public,,3,,200-9,34.051666,-84.334922,2017-10-03,80784,2018-02-06 21:00:03 UTC,2016-11-02
Audi North Atlanta,11505 Alpharetta Hwy,Roswell,GA,30076,,Public - Call ahead,,1,,200-9,34.060237,-84.325152,2017-10-03,80785,2018-02-06 21:00:03 UTC,2016-11-03
Georgia Piedmont Technical College - DeKalb Campus,495 N Indian Creek Dr,Stone Mountain,GA,30021,,Public,,2,,GPS,33.78954,-84.236183,2017-10-03,80787,2018-02-06 21:00:03 UTC,2016-03-01
Tesla Service Center,1395 S Marietta Pkwy,Marietta,GA,30067,,Private,,10,,200-9,33.94026,-84.511695,2018-01-04,80790,2018-02-06 21:00:03 UTC,2016-11-01
Rick Hendrick Chevrolet,3277 Satellite Blvd NW,Duluth,GA,30096,,Public - Call ahead,,1,,200-8,33.963628,-84.123559,2017-11-02,80791,2018-02-06 21:00:03 UTC,2016-11-01
Northeast Georgia Medical Plaza,1440 River Pl,Braselton,GA,30517,,Public,,2,,200-8,34.120003,-83.837641,2017-10-03,80793,2018-02-06 21:00:03 UTC,2016-11-01
Merial Inc,3239 Satellite Blvd,Duluth,GA,30096,,Private,,4,,200-8,33.962927,-84.121289,2017-10-03,80794,2018-02-06 21:00:03 UTC,2016-11-01
Fairway Ford,4333 Washington Rd,Evans,GA,30809,,Public - Call ahead,,1,,200-9,33.539155,-82.131054,2017-10-03,80795,2018-02-06 21:00:03 UTC,2016-11-01
Newnan City Hall,25 LaGrange St,Newnan,GA,30263,,Public,,2,,200-9,33.373039,-84.800698,2017-10-03,80797,2018-02-06 21:00:03 UTC,2016-11-01
The General Store at Serenbe,10642 Serenbe Ln,Palmetto,GA,30268,,Public,,1,,200-9,33.517351,-84.733866,2017-11-02,80798,2018-02-06 21:00:03 UTC,2016-11-01
Woodstock Village Commons,110 Village Trail,Woodstock,GA,30188,,Public,,1,,200-9,34.089129,-84.465794,2017-10-03,80799,2018-02-06 21:00:03 UTC,2016-11-01
Columbus State University,4025 University Ave,Columbus,GA,31907,,Public,,1,,200-8,32.502482,-84.937008,2017-10-03,80800,2018-02-06 21:00:03 UTC,2016-11-01
State Farm,5755 Lawrenceville Hwy,Tucker,GA,30084,,Public,,2,,200-9,33.877546,-84.16865,2017-10-03,80801,2018-02-06 21:00:03 UTC,2016-11-01
CITY OF AURORA,S Blackhawk St
 north side
 north side
ILIFF GARAGE 1A; Ground floor
 north side
 north side
ILIFF GARAGE 1A; Ground floor
 north side
 north side",Aurora,80014,,888-758-4389,24 hours daily,,,,ChargePoint Network,-104.8245961,2018-01-04,80810,2018-01-04 21:32:27 UTC,,,
The Pearl,180 High Park Ln,Silver Spring,MD,20910,,Public - Card key at all times,,4,,GPS,38.991321202833,-77.033848348549,2018-01-04,80816,2018-01-04 21:31:15 UTC,
American Center,8300 Boone Boulevard,Vienna,VA,22182,,Public - Card key at all times,,2,,GPS,38.9171387,-77.2318533,2018-01-04,80817,2018-01-04 21:33:05 UTC,
Merrick Garage EV Stations,5600 Merrick Street,Coral Gables,FL,33146,,Public,,6,,GPS,25.717748354935,-80.276796504299,2018-01-04,80819,2018-01-04 21:34:56 UTC,
3M,11th St
220 GUEST 2; 3M Center B220 Surface Lot Guest Parking
220 GUEST PARK; 3M Center B220 Surface Lot Guest Parking
220 GUEST 2; 3M Center B220 Surface Lot Guest Parking
220 GUEST PARK; 3M Center B220 Surface Lot Guest Parking
Maplewood,MN,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80821,2018-01-04 21:34:54 UTC,,,,
3M,2350 Minnehaha Ave E,Maplewood,MN,55119,,Public,,2,,GPS,44.9624326,-92.9998329,2018-01-04,80822,2018-01-04 21:42:28 UTC,
ENDEAVOR REG,11501 Alterra Pkwy
NORDSTROM L1 #2; D2 Parking Garage (Nordstrom Garage)
NORDSTROM L2 #2; D2 Parking Garage (Nordstrom Garage)
NORDSTROM L1 #1; D2 Parking Garage
Austin,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80823,2018-01-09 06:17:10 UTC,,,,
ENDEAVOR REG,Palm Way
PALM WAY #2; C13 Parking Garage
PALM WAY #1; C13 Parking Garage
PALM WAY #3; C13 Parking Garage
PALM WAY #2; C13 Parking Garage
PALM WAY #1; C13 Parking Garage
PALM WAY #3; C13 Parking Garage
PALM WAY #2; C13 Parking Garage
Austin,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80824,2018-01-04 21:40:33 UTC,,,,
ENDEAVOR REG,Alterra Pkwy,Austin,TX,78758,,Public,,2,,GPS,30.4016188,-97.719889,2018-01-04,80825,2018-01-04 21:34:54 UTC,
KCPL,23401 Prairie Star Pkwy @ Shawnee Mission Medical Center-Prarie Star
@SHMSN MED-255B; Parking lot outside of building A
@SHMSN MED-255A; Parking lot outside of building A
@SHMSN MED-255C; Parking lot outside of building A
@SHMSN MED-255B; Parking lot outside of building A
@SHMSN MED-255A; Parking lot outside of building A
@SHMSN MED-255C; Parking lot outside of building A
@SHMSN MED-255B; Parking lot outside of building A
Lenexa,KS,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80826,2018-01-04 21:31:15 UTC,,,,
KCPL,23351 Prairie Star Pkwy @ Shawnee Mission Medical Center-Prarie Star,Lenexa,KS,66227,,Public,,2,,GPS,38.9550783,-94.855806,2018-01-04,80827,2018-01-04 21:46:12 UTC,
New Leaf Half Moon Bay,150 San Mateo Rd,Half Moon Bay,CA,94019,,Public - Card key at all times,,1,2,GPS,37.4686546325684,-122.432693481445,2018-01-04,80828,2018-01-04 21:38:37 UTC,
Whole Foods - Canal St,1101 S. Canal St,Chicago,IL,60607,,Public - Card key at all times,,2,,GPS,41.8679237365723,-87.6381912231445,2018-01-04,80829,2018-01-04 21:34:54 UTC,
IKEA - Seattle,601 SW 41st St,Renton,WA,98057,,Public,,5,,GPS,47.44249,-122.225569999,2018-01-04,80832,2018-01-04 21:35:58 UTC,
IKEA - Philadelphia,2206 S Columbus Blvd.,Philadelphia,PA,19148,,Public,,3,,GPS,39.917463,-75.140833,2018-01-04,80833,2018-01-04 21:40:34 UTC,
BOULDER,2280 Junction Pl,Boulder,CO,80301,,Public,,2,,GPS,40.0241689,-105.2518438,2018-01-04,80834,2018-01-04 21:36:12 UTC,
APS,565 N 3rd St
AZ CENTER 2; -
Phoenix,AZ,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80835,2018-01-09 05:48:02 UTC,,,,
JIM BUTLER,759 Gravois Bluffs Blvd,Fenton,MO,63026,,Public,,,2,GPS,38.5054647,-90.4512331,2018-01-04,80836,2018-01-04 21:31:15 UTC,
ROOFTOP GARAGE,6000 Sepulveda Blvd
HANNUM 2; 4TH FLR GARAGE - DINING TERRACE (HANNUM -2)
SEPULVEDA 2; 4TH FLR GARAGE - SKY LOBBY (SEPULVEDA -2) Target entrance
SEPULVEDA 1; 4TH FLR GARAGE - SKY LOBBY (SEPULVEDA -1)Target entrance 
HANNUM 3; 4TH FLR GARAGE - DINING TERRACE (HANNUM 3)
Culver City,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80837,2018-01-09 06:17:11 UTC,,,,
KCPL,9400 Ward Pkwy @ Burns &amp; McDonnell Engr.
Kansas City,MO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80840,2018-01-09 05:47:54 UTC,,,,
AHM TORRANCE,1919 Torrance Blvd, 5G and 6F, 6G",Torrance,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8374756,-118.3152438,2018-01-04,
BMW OF DENVER,1040 S Colorado Blvd
DC FAST 03
Denver,CO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80842,2018-01-09 06:17:31 UTC,,,,
Fresh & Easy - Signal Hill,2475 Cherry Ave,Signal Hill,CA,90755,,Public - Card key at all times,,1,2,GPS,33.8022766113281,-118.168342590332,2018-01-04,80844,2018-01-04 21:47:05 UTC,
Hannaford Market - Maine Mall,415 Philbrook Ave,South Portland,ME,04106,,Public - Card key at all times,,,2,GPS,43.6350555419922,-70.3284912109375,2018-01-04,80845,2018-01-04 21:34:54 UTC,
Second Level Culver Motor Parking,10202 West Washington Boulevard
Culver City,CA,,888-998-2546,E,,,,Blink Network,http://www.blinknetwork.com/,2018-01-04,80848,2018-01-04 21:42:34 UTC,,,,
Ground Level Culver Motor Parking,10202 West Washington Boulevard
employee & guest use only.
Culver City,CA,,888-998-2546,E,,,,Blink Network,http://www.blinknetwork.com/,2018-01-04,80849,2018-01-04 21:46:21 UTC,,,,
Capital Nursery Plaza,5410 Sunrise Blvd,Citrus Heights,CA,95610,,Public,,3,,GPS,38.665374,-121.271982,2018-01-04,80850,2018-01-04 21:41:00 UTC,
"Wendy's - Eugene, OR",,Eugene,OR,E,,,,1,http://www.blinknetwork.com/,GPS,44.0481599999,-123.13031,2018-01-04,80851,
303 Almaden,303 Almaden Blvd., as you pull into the garage.",San Jose,CA,E,,,,2,http://www.semacharge.com/,GPS,37.3287939,-121.8917449,2018-01-04,80852,
BMW,State Rd S-42-9927,Greer,SC,29651,,Public,,2,,GPS,34.8920804,-82.165768,2018-01-04,80853,2018-01-04 21:46:21 UTC,
BMW ALPHARETTA,1501 Alpharetta Hwy
STATION SA01
STATION 01; Front parking far right next to Fast Charger
STATION 02
Roswell,GA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80854,2018-01-09 06:17:42 UTC,,,,
REEF FLATIRON,2425 55th St,Boulder,CO,80301,,Public,,2,,GPS,40.0231663,-105.2259343,2018-01-04,80855,2018-01-04 21:33:28 UTC,
CONCORD STATION,7330 Bluff Springs Rd
BLUFF ST 1; Building 6
BLUFF ST 2
BLUFF ST 3; Building 5
Austin,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80856,2018-01-09 05:34:31 UTC,,,,
EASTON,108 Easton Station
CPE200 WEST 2; Level G next to stairwell
CPE200 WEST 1; Level G next to stairwell
CPE200 WEST 2; Level G next to stairwell
CPE200 WEST 1; Level G next to stairwell
Columbus,OH,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80857,2018-01-04 21:34:56 UTC,,,,
TANGER COLUMBUS,I-71,Sunbury,OH,43074,,Public,,2,,GPS,40.2597335,-82.9264755,2018-01-04,80858,2018-01-04 21:49:56 UTC,
GARAGE,9045 Lincoln Blvd, on far wall from garage entrance. Available to public 8a-8p, please obtain parking pass from security.
 on far wall from garage entrance. Available to public 8a-8p, please obtain parking pass from security.
 on far wall from garage entrance. Available to public 8a-8p, please obtain parking pass from security.
 on far wall from garage entrance. Available to public 8a-8p, please obtain parking pass from security.",CA,90045,,Public,24 hours daily,8,,,33.957041,-118.416596,2018-01-04,80859,2018-01-09 06:20:42 UTC,,
GEORGIA POWER,450 Jesse Jewell Pkwy
GAINESVILLE L2; Across from pool
GAINESVILLE DC; Across from pool
GAINESVILLE L2; Across from pool
GAINESVILLE DC; Across from pool
Gainesville,GA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80860,2018-01-04 21:40:36 UTC,,,,
KOHLS,9899 N Michigan Rd,Carmel,IN,46032,,Public,,1,,GPS,39.9322924,-86.229854,2018-01-04,80862,2018-01-04 21:42:34 UTC,
2600 Michelson,2600 Michelson Dr,Irvine,CA,92612,,Public - Card key at all times,,,4,GPS,33.6742134094238,-117.850402832031,2018-01-04,80864,2018-01-04 21:35:00 UTC,
Bob Johnson Chevrolet ,1271 W Ridge Rd,Rochester,NY,14615,,Public,,4,,200-9,43.204455,-77.661511,2017-02-01,80871,2018-02-06 21:00:03 UTC,2010-01-01
Fresno Yosemite International Airport,5175 E Clinton Way,Fresno,CA,93727,,Public,8,6,,200-9,36.766542,-119.718828,2017-02-01,80872,2018-02-06 21:00:03 UTC,2016-12-19
Peconic Lane Community Center,1170 Peconic Ln,Peconic,NY,11958,,Public - Credit card at all times,,2,,GPS,41.0437,-72.4568,2018-01-04,80873,2018-02-06 21:00:03 UTC,2017-11-15
City of Baton Rouge - Louisiana Avenue,351 Louisiana Ave,Baton Rouge,LA,70802,,Public,,2,,GPS,30.444913,-91.187056,2017-02-01,80874,2018-02-06 21:00:03 UTC,2017-01-01
City of Baton Rouge - Convention Street Garage,291 Convention St,Baton Rouge,LA,70801,,Public,1,1,,GPS,30.448265,-91.18833,2017-02-01,80875,2018-02-06 21:00:03 UTC,2017-01-01
City of Baton Rouge - Lafayette Street,151 Lafayette St,Baton Rouge,LA,70801,,Public,,2,,GPS,30.44767,-91.189389,2017-02-01,80876,2018-02-06 21:00:03 UTC,2017-01-01
City of Baton Rouge - Main Street,550 Main St,Baton Rouge,LA,70802,,Public,,2,,GPS,30.451513,-91.185157,2017-02-01,80877,2018-02-06 21:00:03 UTC,2017-01-01
City of Baton Rouge - Lafayette Street,590 Lafayette St,Baton Rouge,LA,70802,,Public,,2,,GPS,30.452364,-91.189549,2017-02-01,80878,2018-02-06 21:00:03 UTC,2017-01-01
The Tower,10940 Wilshire Boulevard,Los Angeles,CA,90024,,Public,,2,,GPS,34.058056,-118.445278,2018-01-04,80884,2018-01-04 21:40:36 UTC,
CHABOT COLLEGE,25555 Hesperian Blvd
CC-LOT G-ST 2; -
LOT G-STATION 3; -
STATION 1-LOT F; Parking Lot F
LOT D-STATION 1
Hayward,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80885,2018-01-09 07:11:05 UTC,,,,
CITYOFPATTERSON,315 W Las Palmas,Patterson,CA,95363,,Public,,2,,GPS,37.4715185,-121.1310357,2018-01-04,80886,2018-01-04 21:32:44 UTC,
SHR CHARGEPOINT,2200 Sand Hill Rd
Menlo Park,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80887,2018-01-09 05:48:02 UTC,,,,
FDTC,2715 W. Lucas St.,Florence,SC,29501,,Public,,1,,GPS,34.2481311,-79.8096334,2018-01-04,80888,2018-01-04 21:46:22 UTC,
MOFFETT,101-199 Stierlin Rd,Mountain View,CA,94043,,Public,,1,,GPS,37.3961209,-122.0778823,2018-01-04,80889,2018-01-04 21:31:16 UTC,
CITY HALL,160 Lake Ave,Palm Coast,FL,32164,,Public,,2,,GPS,29.4858248,-81.2085067,2018-01-04,80891,2018-01-04 21:40:36 UTC,
BASEMENT LEVEL,270 Brannan St
San Francisco,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80892,2018-01-09 06:33:07 UTC,,,,
NATIONAL GRID,1775 Washington St
Hanover,MA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80896,2018-01-09 06:17:31 UTC,,,,
COUNTY OF SB,105 Anapamu,Santa Barbara,CA,93101,,Public,,2,,GPS,34.4257681,-119.7026489,2018-01-04,80899,2018-01-04 21:46:22 UTC,
DAVID CRAIG,553-599 MD-7A,Havre de Grace,MD,21078,,Public,,2,,GPS,39.5525807,-76.0913822,2018-01-04,80900,2018-01-04 21:28:07 UTC,
LBA REALTY,3345 Michelson Dr
Irvine,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80901,2018-01-09 05:42:43 UTC,,,,
KCPL,305 E Clark St @ University of Central  MO - Lot 18
@UCMO -131C; Parking lot next to Planet Sub
Warrensburg,MO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80902,2018-01-09 05:48:02 UTC,,,,
KCPL,198 W South St @ University of Central  MO
@UCMO -131B; SE corner of Washington St. &amp; South St.
@UCMO -131A; SE corner of Washington St. &amp; South St.
@UCMO -131B; SE corner of Washington St. &amp; South St.
@UCMO -131A; SE corner of Washington St. &amp; South St.
Warrensburg,MO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80903,2018-01-04 21:28:38 UTC,,,,
HANOVER,6601Rialto Blvd,Austin,TX,78735,,Public,,2,,GPS,30.2491199,-97.8624178,2018-01-04,80906,2018-01-04 21:50:30 UTC,
Amaray Las Olas,215 SE 8th Avenue,Fort Lauderdale,FL,33301,,Public - Card key at all times,,1,,GPS,26.120206,-80.135664,2018-01-04,80909,2018-01-04 21:35:28 UTC,
NRD 1,8901 S 154th St,Omaha,NE,68138,,Public,,2,,GPS,41.1714245,-96.1558033,2018-01-04,80910,2018-01-04 21:32:27 UTC,
ROYAL FARMS,6 W Lebanon Rd
Dover,DE,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80911,2018-01-09 05:55:59 UTC,,,,
AVUHSD,39055 25th St W
Palmdale,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80912,2018-01-09 06:11:38 UTC,,,,
AVUHSD,37423 70th St E
Palmdale,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80913,2018-01-09 06:33:07 UTC,,,,
AVUHSD,44701 32nd St W
Lancaster,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80915,2018-01-09 06:17:32 UTC,,,,
AVUHSD,10833 E Ave R
Littlerock,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80916,2018-01-09 05:48:03 UTC,,,,
AVUHSD,6340 W Avenue L
Lancaster,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80917,2018-01-09 06:17:32 UTC,,,,
AVUHSD,2137 E Ave R
Palmdale,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80918,2018-01-09 06:33:07 UTC,,,,
AVUHSD,44900 Division St
Lancaster,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80919,2018-01-09 06:11:38 UTC,,,,
AVUHSD,6300 W Avenue L,Lancaster,CA,93536,,Public,,1,,GPS,34.6601372,-118.2410431,2018-01-04,80920,2018-01-04 21:34:56 UTC,
AVUHSD,45110 3rd St E,Lancaster,CA,93535,,Public,,1,,GPS,34.7025795,-118.1253357,2018-01-04,80921,2018-01-04 21:34:56 UTC,
Thalberg Lot North,10202 West Washington Boulevard
Culver City,CA,,888-998-2546,E,,,,Blink Network,http://www.blinknetwork.com/,2018-01-04,80924,2018-01-04 21:34:56 UTC,,,,
City of Santa Clara,"1500 Warburton Ave,,Santa Clara,CA,E,,,,1,http://www.blinknetwork.com/,GPS,37.355154,-121.954894,2018-01-04,80925,
Juxt,"810 Dexter Ave.,,Seattle,WA,E,,,,4,http://www.semacharge.com/,GPS,47.6266892,-122.341933,2018-01-04,80926,
